069	r_Y3y3Omp7M	69 - “The Marriage of the Lamb - Salvation in Symbols & Signs”	069-69-the-marriage-of-the-lamb-signs.txt
070	5--ik0JDq1s	70 - “Everlasting Burning - Salvation in Symbols & Signs”	070-70-everlasting-burning-signs.txt
071	ZBJQmju6icA	71 - “The New Jerusalem - Salvation in Symbols & Signs”	071-71-the-new-jerusalem-signs.txt
072	vlTWYKxAGOU	72 - “The Glorious Finale - Salvation in Symbols & Signs”	072-72-the-glorious-finale-signs.txt
073	oxxx8WchjUA	“Introduction to Daniel” | 73 - Salvation in Symbols & Signs	073-introduction-to-daniel-73-signs.txt
074	cqv1kwZ6qZ4	“Overview of Daniel, part 1” | 74 - Salvation in Symbols & Signs	074-overview-of-daniel-part-1-74-signs.txt
075	FqqinoirrzI	“Overview of Daniel, part 2” | 75 - Salvation in Symbols & Signs	075-overview-of-daniel-part-2-75-signs.txt
076	NePqYnG2Oq0	“Daniel One, part 1” | 76 - Salvation in Symbols & Signs	076-daniel-one-part-1-76-signs.txt
077	DHmLdDFTUZ8	“Daniel One, part 2” | 77 - Salvation in Symbols & Signs	077-daniel-one-part-2-77-signs.txt
078	7CAFede3_AY	“Daniel One, part 3” | 78 - Salvation in Symbols & Signs	078-daniel-one-part-3-78-signs.txt
079	J9rl6a_IZdk	“Daniel Two, part 1” | 79 - Salvation in Symbols & Signs	079-daniel-two-part-1-79-signs.txt
080	x_QM5eF9Q4I	“Daniel Two, part 2” | 80 - Salvation in Symbols & Signs	080-daniel-two-part-2-80-signs.txt
081	InAHbiJdwMY	“Daniel Two, part 3” | 81 - Salvation in Symbols & Signs	081-daniel-two-part-3-81-signs.txt
082	tPlE1Mnp6MA	“Daniel Two, part 4” | 82 - Salvation in Symbols & Signs	082-daniel-two-part-4-82-signs.txt
083	yf8JrIRM2MM	“Daniel Two, part 5” | 83 - Salvation in Symbols & Signs	083-daniel-two-part-5-83-signs.txt
084	CDA7HD6SCrY	“Daniel Three, part 1” | 84 - Salvation in Symbols & Signs	084-daniel-three-part-1-84-signs.txt
085	lMT88LoMEh0	“Daniel Three, part 2” | 85 - Salvation in Symbols & Signs	085-daniel-three-part-2-85-signs.txt
086	4m8gILCeNio	“Daniel Three, part 3” | 86 - Salvation in Symbols & Signs	086-daniel-three-part-3-86-signs.txt
087	rcNiUttSwKU	“Daniel Four, part 1” | 87 - Salvation in Symbols & Signs	087-daniel-four-part-1-87-signs.txt
088	4KrcyvFhThI	“Daniel Four, part 2” | 88 - Salvation in Symbols & Signs	088-daniel-four-part-2-88-signs.txt
089	McUrWAXhp2E	“Daniel Five, part 1” | 89 - Salvation in Symbols & Signs	089-daniel-five-part-1-89-signs.txt
090	W14eLgE3HNA	“Daniel Five, part 2” | 90 - Salvation in Symbols & Signs	090-daniel-five-part-2-90-signs.txt
091	a8XFeLmOcKw	“Daniel Six, part 1” | 91 - Salvation in Symbols & Signs	091-daniel-six-part-1-91-signs.txt
092	-R5-p1Ettnc	“Daniel Six, part 2” | 92 - Salvation in Symbols & Signs	092-daniel-six-part-2-92-signs.txt
093	XowCrCEFDGU	“Daniel Seven, Part 1” | 93 - Salvation in Symbols & Signs	093-daniel-seven-part-1-93-signs.txt
094	nLTMft9zxgw	“Daniel Seven, Part 2” | 94 - Salvation in Symbols & Signs	094-daniel-seven-part-2-94-signs.txt
095	Leoei9TYtP0	“Daniel Seven, Part 3” | 95 - Salvation in Symbols & Signs	095-daniel-seven-part-3-95-signs.txt
096	_tG3qm3h3Lk	“Daniel Eight, Part 1” | 96 - Salvation in Symbols & Signs	096-daniel-eight-part-1-96-signs.txt
097	kCHTGPYReSI	“Daniel Eight, Part 2” | 97 - Salvation in Symbols & Signs	097-daniel-eight-part-2-97-signs.txt
098	lldF_U7u9xU	“Daniel Eight, Part 3” | 98 - Salvation in Symbols & Signs	098-daniel-eight-part-3-98-signs.txt
099	Oe8GLghN-uc	“Daniel Nine, Part 1” | 99 - Salvation in Symbols & Signs	099-daniel-nine-part-1-99-signs.txt
100	G7-Cu3H5QyM	“Daniel Nine, Part 2” | 100 - Salvation in Symbols & Signs	100-daniel-nine-part-2-100-signs.txt
101	81fm_NrJEJk	“Daniel Nine, Part 3” | 101 - Salvation in Symbols & Signs	101-daniel-nine-part-3-101-signs.txt
102	lZqNiuLggI4	“Daniel Nine, Part 4” | 102 - Salvation in Symbols & Signs	102-daniel-nine-part-4-102-signs.txt
103	KyitBC1W37E	“Daniel Ten, Part 1” | 103 - Salvation in Symbols & Signs	103-daniel-ten-part-1-103-signs.txt
104	yrqI0Zf7x6o	“Daniel Ten, Part 2” | 104 - Salvation in Symbols & Signs	104-daniel-ten-part-2-104-signs.txt
105	qJtP0Jf6FV8	“Daniel Eleven, Part 1” | 105 - Salvation in Symbols & Signs	105-daniel-eleven-part-1-105-signs.txt
106	A-YbrJvRxeA	“Daniel Eleven, Part 2” | 106 - Salvation in Symbols & Signs	106-daniel-eleven-part-2-106-signs.txt
107	zaO4c2vZEDg	“Daniel Eleven, Part 3” | 107 - Salvation in Symbols & Signs	107-daniel-eleven-part-3-107-signs.txt
108	Fk3MEOantmg	“Daniel Eleven, Part 4” | 108 - Salvation in Symbols & Signs	108-daniel-eleven-part-4-108-signs.txt
109	Hy2dW_DhVWo	“Daniel Eleven, Part 5” | 109 - Salvation in Symbols & Signs	109-daniel-eleven-part-5-109-signs.txt
110	kauutSDeSOc	“Daniel Eleven, Part 6” | 110 - Salvation in Symbols & Signs	110-daniel-eleven-part-6-110-signs.txt
111	oNzffB8lo0g	“Daniel Twelve, Part 1” | 111 - Salvation in Symbols & Signs	111-daniel-twelve-part-1-111-signs.txt
112	tgfbF4iefPU	“Daniel Twelve, Part 2” | 112 - Salvation in Symbols & Signs	112-daniel-twelve-part-2-112-signs.txt
