001	i42C2tZ5yuI	01 - “Overview of Revelation - Salvation in Symbols & Signs”	001-01-overview-of-revelation-signs.txt
002	9etF7HkW15A	02 - “Introduction to Revelation - Salvation in Symbols & Signs”	002-02-introduction-to-revelation-signs.txt
003	LaqkRne1CiU	03 - “Sanctuary Symbolism - Salvation in Symbols & Signs”	003-03-sanctuary-symbolism-signs.txt
004	wftsp1M1feE	04 - “Jesus First - Salvation in Symbols & Signs”	004-04-jesus-first-signs.txt
005	0oTo3ug-XnA	05 - “Up to Now - Salvation in Symbols & Signs”	005-05-up-to-now-signs.txt
006	lpOil_FeFmk	06 - “Son of Man - Salvation in Symbols & Signs”	006-06-son-of-man-signs.txt
007	k9QjoKRi1pE	07 - Ephesus - “Rekindle the Flame - Salvation in Symbols & Signs”	007-07-ephesus-rekindle-the-flame-signs.txt
008	n_aen2OnjPw	08 - “Smyrna - Salvation in Symbols & Signs”	008-08-smyrna-signs.txt
009	9s_7EZzF26A	09 - “Pergamus -  Salvation in Symbols & Signs”	009-09-pergamus-signs.txt
010	uI26R8mhyqc	10 - “Thyatira - Salvation in Symbols & Signs”	010-10-thyatira-signs.txt
011	BreOCEejyJ4	11 - “Sardis (Pt. 1)- Salvation in Symbols & Signs”	011-11-sardis-pt-1-signs.txt
012	sw140LRJXAY	12 - “Sardis (Pt. 2) & Philadelphia - Salvation in Symbols & Signs”	012-12-sardis-pt-2-philadelphia-signs.txt
013	rAkqUeR4spQ	13 - “Philadelphia (Pt. 2) - Salvation in Symbols & Signs”	013-13-philadelphia-pt-2-signs.txt
014	KtfGbNqLSZM	14 - “Laodicea (Pt.1)- Salvation in Symbols & Signs”	014-14-laodicea-pt-1-signs.txt
015	F8XuY0dxM2g	15 - “Laodicea (Pt. 2) - Salvation in Symbols & Signs”	015-15-laodicea-pt-2-signs.txt
016	2dcxanE6ZyI	16 - “The Throne in Heaven - Salvation in Symbols & Signs”	016-16-the-throne-in-heaven-signs.txt
017	bkpap96VHxY	17 - “The Sealed Book (Pt. 1) - Salvation in Symbols & Signs”	017-17-the-sealed-book-pt-1-signs.txt
018	mcgMduPX0uY	18 - “The Sealed Book (Pt. 2) - Salvation in Symbols & Signs”	018-18-the-sealed-book-pt-2-signs.txt
019	N1OQUg5e4cg	19 - “The White Horse - Salvation in Symbols & Signs”	019-19-the-white-horse-signs.txt
020	bUCTuqXZNN0	20 - “The Red Horse - Salvation in Symbols & Signs”	020-20-the-red-horse-signs.txt
021	c4-6nI7U6iU	21 - “The Black Horse - Salvation in Symbols & Signs”	021-21-the-black-horse-signs.txt
022	0pUTywlPPLE	22 - “The Pale Horse - Salvation in Symbols & Signs”	022-22-the-pale-horse-signs.txt
023	Py9UcEnljaU	23 - “The Four Horses - Salvation in Symbols & Signs”	023-23-the-four-horses-signs.txt
024	F_hb-3lbn8M	24 - “The Fifth Seal - Salvation in Symbols & Signs”	024-24-the-fifth-seal-signs.txt
025	pgGGGhzkHmA	25 - “The Sixth Seal - Salvation in Symbols & Signs”	025-25-the-sixth-seal-signs.txt
026	UlEkv5NJabo	26 - “The 144,000 part 1 - Salvation in Symbols & Signs"	026-26-the-144-000-part-1-signs.txt
027	ptGd_s7eNoU	27 - “The 144,000 part 2 - Salvation in Symbols & Signs”	027-27-the-144-000-part-2-signs.txt
028	yPZoGYKL9io	28 - “The 144,000 part 3 - Salvation in Symbols & Signs"	028-28-the-144-000-part-3-signs.txt
029	Jz0nLeifzEs	29 - “The Seal of God - Salvation in Symbols & Signs"	029-29-the-seal-of-god-signs.txt
030	Ql6LnLCz07I	30 - “Introduction to the Trumpets Pt. 1 - Salvation in Symbols & Signs"	030-30-introduction-to-the-trumpets-pt-1-signs.txt
031	6NsqhAAxs1k	31 - “Introduction to the Trumpets Pt. 2 - Salvation in Symbols & Signs”	031-31-introduction-to-the-trumpets-pt-2-signs.txt
032	BdTYZjOjUIg	32 - “Introduction to the Trumpets Pt. 3 - Salvation in Symbols & Signs”	032-32-introduction-to-the-trumpets-pt-3-signs.txt
033	5QLdQoHQuhc	33 - "The First Trumpet - Salvation in Symbols & Signs”	033-33-the-first-trumpet-signs.txt
034	zEcZAAq-0js	34 - "Prophetic Review - Salvation in Symbols & Signs"	034-34-prophetic-review-signs.txt
035	8sXj9koK7mA	35 - "Prophetic Review Pt. 2 - Salvation in Symbols & Signs”	035-35-prophetic-review-pt-2-signs.txt
036	7Jpo7xT0ljA	36 - "The Third Trumpet - Salvation in Symbols & Signs”	036-36-the-third-trumpet-signs.txt
037	LxvwZeQQhS0	37 - "The Fourth Trumpet - Salvation in Symbols & Signs”	037-37-the-fourth-trumpet-signs.txt
038	EdQCTtcuUFk	38 - "The Fifth Trumpet - Salvation in Symbols & Signs”	038-38-the-fifth-trumpet-signs.txt
039	dxbj8hkC_JM	39 - "The Sixth Trumpet - Salvation in Symbols & Signs”	039-39-the-sixth-trumpet-signs.txt
040	E8SEfTTJDRs	40 - "The Sixth Trumpet, Pt. 2 - Salvation in Symbols & Signs”	040-40-the-sixth-trumpet-pt-2-signs.txt
041	JKLYqIjhNh8	41 - "The Little Book - Salvation in Symbols & Signs”	041-41-the-little-book-signs.txt
042	5ILGDGG5D4o	42 - "The Great Disappointment - Salvation in Symbols & Signs”	042-42-the-great-disappointment-signs.txt
043	TBdDsKc1iDE	43 - "The Mystery of God - Salvation in Symbols & Signs”	043-43-the-mystery-of-god-signs.txt
044	Uw7WRxwJ88c	44 - "Measuring God - Salvation in Symbols & Signs”	044-44-measuring-god-signs.txt
045	4E5h75Oxmd0	45 - "The Two Witnesses - Salvation in Symbols & Signs”	045-45-the-two-witnesses-signs.txt
046	D6Qu0ZUpEPc	46 - "The Two Witnesses Pt. 2 - Salvation in Symbols and Signs”	046-46-the-two-witnesses-pt-2-and-signs.txt
047	LExl4hy11BQ	47 - “The Third Woe - Salvation in Symbols & Signs”	047-47-the-third-woe-signs.txt
048	BeTd4r-ik54	48 - “The Woman - Salvation in Symbols & Signs”	048-48-the-woman-signs.txt
049	AoaGp0ZAwWE	49 - “The War - Salvation in Symbols & Signs”	049-49-the-war-signs.txt
050	dUsmy2wGEFQ	50 - “The Victory - Salvation in Symbols & Signs”	050-50-the-victory-signs.txt
051	wlMnrdoASJQ	51 - “Short Time - Salvation in Symbols & Signs”	051-51-short-time-signs.txt
052	LByFJdqT9WM	52 - “Woman in the Wilderness - Salvation in Symbols & Signs”	052-52-woman-in-the-wilderness-signs.txt
053	Chfm_K1MEX8	53 - “The Sea Beast - Salvation in Symbols & Signs”	053-53-the-sea-beast-signs.txt
054	3NO1yxDMENg	54 - “Abomination of Desolation - Salvation in Symbols & Signs”	054-54-abomination-of-desolation-signs.txt
055	7yTEZGCRDBs	55 - “The Beasts of Revelation 13 - Salvation in Symbols & Signs”	055-55-the-beasts-of-revelation-13-signs.txt
056	X2X-a0ROMbg	56 - “America in Prophecy - Salvation in Symbols & Signs”	056-56-america-in-prophecy-signs.txt
057	k_tT5AjpOZc	57 - “Unmasking the Mark of the Beast, Pt. 1 - Salvation in Symbols & Signs”	057-57-unmasking-the-mark-of-the-beast-pt-1-signs.txt
058	EpuTJQhZdKI	58 - “Unmasking the Mark of the Beast, Pt. 2 - Salvation in Symbols & Signs”	058-58-unmasking-the-mark-of-the-beast-pt-2-signs.txt
059	AsGjDek5LuM	59 - “Unmasking the Mark of the Beast, Pt. 3 - Salvation in Symbols & Signs”	059-59-unmasking-the-mark-of-the-beast-pt-3-signs.txt
060	iuwgWP4_ewg	60 - “The Everlasting Gospel - Salvation in Symbols & Signs”	060-60-the-everlasting-gospel-signs.txt
061	T5Z05hV7Y74	61 - “The First Angel’s Message - Salvation in Symbols & Signs”	061-61-the-first-angels-message-signs.txt
062	HHEogVYPuW4	62 - “The Second Angel’s Message - Salvation in Symbols & Signs”	062-62-the-second-angels-message-signs.txt
063	RyumqOI_Oxw	63 - “The Faith of Jesus - Salvation in Symbols & Signs“	063-63-the-faith-of-jesus-signs.txt
064	nA-G0L98IdA	64 - “Seven Last Plagues - Salvation in Symbols & Signs”	064-64-seven-last-plagues-signs.txt
065	mw1WzRtxZlE	65 - “The Harlot - Salvation in Symbols & Signs”	065-65-the-harlot-signs.txt
066	-jlIDl48jVg	66 - “The Seven Kings - Salvation in Symbols & Signs”	066-66-the-seven-kings-signs.txt
067	7UBU4qD-OZo	67 - “The Fall of Babylon - Salvation in Symbols & Signs”	067-67-the-fall-of-babylon-signs.txt
068	pNPwK25zJdM	68 - “Millennium - Salvation in Symbols & Signs”	068-68-millennium-signs.txt
